branin,neg_branin
162.93258,-162.93258
141.78778,-141.78778
21.38323,-21.38323
16.1721,-16.1721
94.864273,-94.864273
16.86076,-16.86076
4.9059136,-4.9059136
3.6577258,-3.6577258
58.749309,-58.749309
43.9765,-43.9765
117.69508,-117.69508
17.789213,-17.789213
91.273153,-91.273153
34.971154,-34.971154
31.973185,-31.973185
58.440042,-58.440042
167.66599,-167.66599
181.98312,-181.98312
32.792555,-32.792555
9.2821022,-9.2821022
73.957351,-73.957351
13.642672,-13.642672
20.129416,-20.129416
4.614136,-4.614136
114.33894,-114.33894
39.67041,-39.67041
32.925673,-32.925673
26.486938,-26.486938
78.547766,-78.547766
26.744031,-26.744031
15.117471,-15.117471
13.530711,-13.530711
61.356495,-61.356495
29.925958,-29.925958
73.593199,-73.593199
0.42494322,-0.42494322
190.91184,-190.91184
27.117627,-27.117627
3.7325126,-3.7325126
9.4355414,-9.4355414
78.482401,-78.482401
57.506772,-57.506772
39.17809,-39.17809
47.02824,-47.02824
66.832011,-66.832011
19.793221,-19.793221
1.8024435,-1.8024435
17.651124,-17.651124
61.412681,-61.412681
91.329935,-91.329935
40.254808,-40.254808
1.4162958,-1.4162958
184.50651,-184.50651
15.048714,-15.048714
8.3779556,-8.3779556
15.273902,-15.273902
68.901095,-68.901095
22.208141,-22.208141
136.13539,-136.13539
14.359372,-14.359372
132.09661,-132.09661
33.657278,-33.657278
64.694691,-64.694691
39.415636,-39.415636
167.07087,-167.07087
169.86847,-169.86847
48.3397,-48.3397
4.0896238,-4.0896238
74.763707,-74.763707
17.4606,-17.4606
1.0192742,-1.0192742
2.2818231,-2.2818231
44.602848,-44.602848
33.543677,-33.543677
60.770958,-60.770958
22.739387,-22.739387
131.23588,-131.23588
40.330462,-40.330462
19.901027,-19.901027
26.390108,-26.390108
125.64354,-125.64354
196.5797,-196.5797
19.433007,-19.433007
41.596105,-41.596105
88.071069,-88.071069
7.7434937,-7.7434937
42.455075,-42.455075
3.3549165,-3.3549165
155.66182,-155.66182
95.810424,-95.810424
49.538178,-49.538178
26.944004,-26.944004
38.679915,-38.679915
15.182074,-15.182074
26.594645,-26.594645
13.265689,-13.265689
108.97873,-108.97873
74.962882,-74.962882
79.338096,-79.338096
1.5105554,-1.5105554
141.53829,-141.53829
14.909762,-14.909762
6.7975606,-6.7975606
10.415277,-10.415277
59.958188,-59.958188
51.096331,-51.096331
105.63048,-105.63048
20.181308,-20.181308
91.039352,-91.039352
24.603629,-24.603629
19.456327,-19.456327
41.303558,-41.303558
189.57767,-189.57767
285.67396,-285.67396
18.093841,-18.093841
14.006221,-14.006221
60.177501,-60.177501
22.042769,-22.042769
11.142226,-11.142226
4.078841,-4.078841
113.77518,-113.77518
48.628361,-48.628361
25.916399,-25.916399
47.293662,-47.293662
80.920318,-80.920318
20.383603,-20.383603
8.7020668,-8.7020668
9.5649975,-9.5649975
72.413326,-72.413326
74.742394,-74.742394
51.1003,-51.1003
1.7701921,-1.7701921
172.06562,-172.06562
32.420229,-32.420229
1.2713383,-1.2713383
3.8946908,-3.8946908
133.58214,-133.58214
96.427264,-96.427264
51.756552,-51.756552
24.229989,-24.229989
41.163203,-41.163203
19.80027,-19.80027
6.994326,-6.994326
22.929171,-22.929171
76.604519,-76.604519
106.10136,-106.10136
83.924031,-83.924031
5.3723276,-5.3723276
135.7892,-135.7892
4.3149673,-4.3149673
12.616268,-12.616268
29.838645,-29.838645
42.874422,-42.874422
14.844947,-14.844947
99.294522,-99.294522
10.110519,-10.110519
154.64846,-154.64846
66.172834,-66.172834
52.879123,-52.879123
32.063717,-32.063717
133.8172,-133.8172
88.125435,-88.125435
31.654008,-31.654008
13.130726,-13.130726
118.87161,-118.87161
11.426378,-11.426378
10.799091,-10.799091
2.7334716,-2.7334716
115.20692,-115.20692
90.654229,-90.654229
62.898766,-62.898766
31.28596,-31.28596
41.879119,-41.879119
18.651931,-18.651931
1.2740568,-1.2740568
23.373079,-23.373079
91.406135,-91.406135
132.50691,-132.50691
66.201391,-66.201391
4.5978859,-4.5978859
141.63725,-141.63725
6.8352376,-6.8352376
10.460559,-10.460559
32.100602,-32.100602
39.981383,-39.981383
13.955317,-13.955317
93.880848,-93.880848
12.672549,-12.672549
175.63195,-175.63195
53.789489,-53.789489
32.53363,-32.53363
21.477342,-21.477342
124.2886,-124.2886
113.90336,-113.90336
30.183589,-30.183589
14.308442,-14.308442
105.65057,-105.65057
16.259947,-16.259947
7.9709634,-7.9709634
0.9658542,-0.9658542
74.802364,-74.802364
55.662387,-55.662387
90.713815,-90.713815
17.69148,-17.69148
86.625574,-86.625574
26.33604,-26.33604
35.683534,-35.683534
41.318009,-41.318009
171.47434,-171.47434
244.45665,-244.45665
27.507342,-27.507342
19.615159,-19.615159
55.897763,-55.897763
19.248159,-19.248159
26.830466,-26.830466
1.244848,-1.244848
120.23086,-120.23086
68.362022,-68.362022
31.038579,-31.038579
45.41516,-45.41516
62.876761,-62.876761
21.999873,-21.999873
18.425154,-18.425154
13.595679,-13.595679
80.703462,-80.703462
52.706277,-52.706277
58.122416,-58.122416
1.5484011,-1.5484011
181.60133,-181.60133
18.664779,-18.664779
2.3057516,-2.3057516
3.1342695,-3.1342695
35.983687,-35.983687
27.815425,-27.815425
75.319469,-75.319469
25.393086,-25.393086
123.97898,-123.97898
37.18921,-37.18921
5.5365145,-5.5365145
26.786668,-26.786668
145.688,-145.688
217.10805,-217.10805
13.893646,-13.893646
26.250978,-26.250978
84.543615,-84.543615
12.95981,-12.95981
25.744978,-25.744978
5.6727243,-5.6727243
164.79249,-164.79249
80.78078,-80.78078
49.131449,-49.131449
28.798633,-28.798633
50.975326,-50.975326
18.378858,-18.378858
20.035567,-20.035567
9.3810169,-9.3810169
107.88952,-107.88952
118.27204,-118.27204
81.698215,-81.698215
1.321945,-1.321945
125.61192,-125.61192
19.110988,-19.110988
9.9425638,-9.9425638
16.347198,-16.347198
94.8746,-94.8746
64.65672,-64.65672
33.05424,-33.05424
39.853394,-39.853394
70.564856,-70.564856
21.027666,-21.027666
2.764901,-2.764901
19.589986,-19.589986
50.280466,-50.280466
76.295285,-76.295285
60.65646,-60.65646
5.8349032,-5.8349032
184.90698,-184.90698
9.5722567,-9.5722567
14.342695,-14.342695
14.687553,-14.687553
67.484762,-67.484762
26.906912,-26.906912
135.52426,-135.52426
8.1684725,-8.1684725
109.5208,-109.5208
44.623339,-44.623339
72.204144,-72.204144
49.130803,-49.130803
175.77742,-175.77742
118.43135,-118.43135
47.266033,-47.266033
2.9998317,-2.9998317
84.797002,-84.797002
17.422887,-17.422887
6.1058843,-6.1058843
1.1103671,-1.1103671
60.357154,-60.357154
26.372697,-26.372697
115.56995,-115.56995
20.131786,-20.131786
104.24888,-104.24888
26.840522,-26.840522
20.149458,-20.149458
51.289482,-51.289482
164.19069,-164.19069
223.39274,-223.39274
26.266297,-26.266297
5.4531352,-5.4531352
56.586331,-56.586331
12.241976,-12.241976
15.613548,-15.613548
10.133253,-10.133253
101.10871,-101.10871
40.397348,-40.397348
40.591124,-40.591124
37.363011,-37.363011
78.308578,-78.308578
26.436343,-26.436343
6.2827311,-6.2827311
10.748611,-10.748611
72.464999,-72.464999
42.9667,-42.9667
61.24462,-61.24462
2.2583139,-2.2583139
196.92804,-196.92804
29.241029,-29.241029
4.2408852,-4.2408852
9.8506821,-9.8506821
145.60436,-145.60436
138.20684,-138.20684
42.961785,-42.961785
36.287597,-36.287597
26.335462,-26.335462
19.615751,-19.615751
4.9887083,-4.9887083
21.269607,-21.269607
100.31719,-100.31719
125.98763,-125.98763
55.252983,-55.252983
6.8603867,-6.8603867
130.1134,-130.1134
4.0179537,-4.0179537
9.0126629,-9.0126629
17.393831,-17.393831
59.365776,-59.365776
16.340405,-16.340405
66.575114,-66.575114
12.720906,-12.720906
141.27914,-141.27914
57.737572,-57.737572
44.42978,-44.42978
18.934906,-18.934906
142.91388,-142.91388
111.12039,-111.12039
24.711368,-24.711368
24.608532,-24.608532
91.438661,-91.438661
13.693674,-13.693674
19.898309,-19.898309
5.8460054,-5.8460054
107.34195,-107.34195
69.401529,-69.401529
23.966042,-23.966042
51.5142,-51.5142
61.139352,-61.139352
19.194996,-19.194996
2.8385604,-2.8385604
17.328077,-17.328077
67.901239,-67.901239
129.02487,-129.02487
29.448664,-29.448664
5.15001,-5.15001
153.70026,-153.70026
15.03781,-15.03781
6.375861,-6.375861
13.009056,-13.009056
75.522787,-75.522787
31.133721,-31.133721
113.1589,-113.1589
14.81054,-14.81054
99.695308,-99.695308
36.480678,-36.480678
41.341566,-41.341566
30.932742,-30.932742
206.49356,-206.49356
174.93638,-174.93638
27.973507,-27.973507
5.3832584,-5.3832584
66.782495,-66.782495
21.747724,-21.747724
1.2475316,-1.2475316
0.44734958,-0.44734958
33.022314,-33.022314
20.975478,-20.975478
83.429263,-83.429263
17.930055,-17.930055
127.1768,-127.1768
54.550811,-54.550811
11.996345,-11.996345
38.969756,-38.969756
123.68365,-123.68365
125.80749,-125.80749
21.530949,-21.530949
18.708643,-18.708643
103.35617,-103.35617
5.1261601,-5.1261601
38.002091,-38.002091
2.4897821,-2.4897821
161.62139,-161.62139
67.774348,-67.774348
56.938956,-56.938956
14.689382,-14.689382
49.372803,-49.372803
17.711709,-17.711709
30.997142,-30.997142
18.789781,-18.789781
92.556461,-92.556461
57.423203,-57.423203
108.68131,-108.68131
3.9145373,-3.9145373
143.92617,-143.92617
13.336059,-13.336059
8.0483248,-8.0483248
25.198803,-25.198803
97.73923,-97.73923
75.058294,-75.058294
30.028594,-30.028594
59.27678,-59.27678
53.772831,-53.772831
18.191302,-18.191302
4.9463654,-4.9463654
18.38963,-18.38963
75.263482,-75.263482
110.66084,-110.66084
33.566215,-33.566215
2.7214862,-2.7214862
164.85523,-164.85523
8.3350469,-8.3350469
7.7470946,-7.7470946
11.995283,-11.995283
83.663375,-83.663375
28.098687,-28.098687
113.56601,-113.56601
12.674705,-12.674705
109.1121,-109.1121
28.747829,-28.747829
41.307853,-41.307853
27.985181,-27.985181
188.91009,-188.91009
178.97315,-178.97315
36.8648,-36.8648
8.4062909,-8.4062909
61.21475,-61.21475
20.803109,-20.803109
3.3572119,-3.3572119
0.60388178,-0.60388178
34.724612,-34.724612
23.663049,-23.663049
76.478829,-76.478829
18.795187,-18.795187
145.02083,-145.02083
50.010017,-50.010017
23.765331,-23.765331
32.985961,-32.985961
107.30935,-107.30935
159.27534,-159.27534
21.228007,-21.228007
27.098253,-27.098253
100.59317,-100.59317
5.833151,-5.833151
33.687788,-33.687788
1.2747302,-1.2747302
141.3602,-141.3602
86.61487,-86.61487
66.477282,-66.477282
20.66802,-20.66802
48.672017,-48.672017
17.839039,-17.839039
38.076765,-38.076765
17.763125,-17.763125
95.878863,-95.878863
63.204908,-63.204908
99.710727,-99.710727
4.7812436,-4.7812436
159.25796,-159.25796
14.307167,-14.307167
14.014349,-14.014349
18.547878,-18.547878
48.647411,-48.647411
39.116925,-39.116925
127.81079,-127.81079
19.65737,-19.65737
102.29556,-102.29556
30.555296,-30.555296
24.370762,-24.370762
52.128339,-52.128339
167.50764,-167.50764
240.63921,-240.63921
20.521569,-20.521569
6.1808802,-6.1808802
70.087558,-70.087558
17.194124,-17.194124
8.2409691,-8.2409691
5.5531891,-5.5531891
101.61594,-101.61594
41.718779,-41.718779
37.95324,-37.95324
37.313246,-37.313246
95.130159,-95.130159
23.379796,-23.379796
13.509236,-13.509236
8.3226087,-8.3226087
62.244718,-62.244718
63.663744,-63.663744
66.911122,-66.911122
0.61806572,-0.61806572
192.98874,-192.98874
35.044115,-35.044115
5.5518749,-5.5518749
10.141554,-10.141554
158.8546,-158.8546
120.95845,-120.95845
42.005066,-42.005066
32.184829,-32.184829
31.077332,-31.077332
21.702754,-21.702754
3.757846,-3.757846
20.324595,-20.324595
93.123331,-93.123331
126.74634,-126.74634
71.423883,-71.423883
4.5451629,-4.5451629
119.38545,-119.38545
2.4155537,-2.4155537
11.419333,-11.419333
22.505919,-22.505919
53.942018,-53.942018
20.040588,-20.040588
80.760885,-80.760885
12.372542,-12.372542
129.49285,-129.49285
56.897856,-56.897856
32.796799,-32.796799
23.421814,-23.421814
152.18283,-152.18283
95.418505,-95.418505
24.878299,-24.878299
19.593664,-19.593664
101.59119,-101.59119
13.464044,-13.464044
19.288988,-19.288988
6.7532012,-6.7532012
46.314924,-46.314924
18.169288,-18.169288
65.438568,-65.438568
21.77327,-21.77327
124.85079,-124.85079
32.196012,-32.196012
3.4580429,-3.4580429
26.807392,-26.807392
143.88752,-143.88752
199.6916,-199.6916
16.033108,-16.033108
26.239429,-26.239429
69.162877,-69.162877
9.1708793,-9.1708793
41.239194,-41.239194
5.7081431,-5.7081431
162.26246,-162.26246
77.830112,-77.830112
53.04347,-53.04347
28.061738,-28.061738
39.025029,-39.025029
19.103917,-19.103917
10.231595,-10.231595
13.140462,-13.140462
120.93734,-120.93734
88.408169,-88.408169
75.329458,-75.329458
4.294075,-4.294075
129.25231,-129.25231
16.210087,-16.210087
8.1636381,-8.1636381
15.953234,-15.953234
85.734622,-85.734622
76.664717,-76.664717
33.633629,-33.633629
44.988907,-44.988907
63.1713,-63.1713
25.065105,-25.065105
4.0700426,-4.0700426
19.517433,-19.517433
55.076609,-55.076609
77.336593,-77.336593
46.377356,-46.377356
7.1401727,-7.1401727
196.71458,-196.71458
11.299359,-11.299359
10.387295,-10.387295
10.311392,-10.311392
73.357085,-73.357085
22.53623,-22.53623
116.46131,-116.46131
11.48923,-11.48923
121.68987,-121.68987
45.397416,-45.397416
89.040714,-89.040714
42.78657,-42.78657
164.70454,-164.70454
136.6724,-136.6724
46.872988,-46.872988
5.0229605,-5.0229605
76.548055,-76.548055
15.739288,-15.739288
4.9242657,-4.9242657
2.6137432,-2.6137432
126.87422,-126.87422
84.171069,-84.171069
50.313167,-50.313167
27.633495,-27.633495
48.134079,-48.134079
19.418126,-19.418126
3.52738,-3.52738
20.829994,-20.829994
84.117864,-84.117864
153.93197,-153.93197
60.468574,-60.468574
4.7578183,-4.7578183
130.41257,-130.41257
11.463819,-11.463819
7.3414479,-7.3414479
35.960574,-35.960574
33.838854,-33.838854
13.41993,-13.41993
94.305144,-94.305144
15.623003,-15.623003
164.4246,-164.4246
68.515431,-68.515431
32.859972,-32.859972
23.674445,-23.674445
137.26036,-137.26036
111.67448,-111.67448
23.858101,-23.858101
10.387689,-10.387689
113.73053,-113.73053
18.030072,-18.030072
4.0256358,-4.0256358
1.8486273,-1.8486273
72.77429,-72.77429
51.94548,-51.94548
98.275154,-98.275154
16.166331,-16.166331
72.271861,-72.271861
28.389516,-28.389516
20.770776,-20.770776
48.19379,-48.19379
193.19087,-193.19087
201.70902,-201.70902
26.555547,-26.555547
12.87657,-12.87657
56.742448,-56.742448
21.011425,-21.011425
31.49034,-31.49034
2.1294421,-2.1294421
137.75746,-137.75746
52.540532,-52.540532
24.807671,-24.807671
35.066291,-35.066291
64.235157,-64.235157
20.852107,-20.852107
14.446981,-14.446981
15.925772,-15.925772
77.174265,-77.174265
46.484086,-46.484086
64.312104,-64.312104
1.3610955,-1.3610955
165.97106,-165.97106
18.892925,-18.892925
4.0382206,-4.0382206
5.1549942,-5.1549942
74.940051,-74.940051
37.211488,-37.211488
96.777551,-96.777551
19.247225,-19.247225
90.21624,-90.21624
20.996743,-20.996743
16.406863,-16.406863
41.629869,-41.629869
188.92524,-188.92524
268.92215,-268.92215
22.928426,-22.928426
12.568292,-12.568292
46.641567,-46.641567
17.036548,-17.036548
20.265661,-20.265661
7.3164755,-7.3164755
115.19013,-115.19013
48.69041,-48.69041
28.631146,-28.631146
45.952977,-45.952977
63.284843,-63.284843
22.589682,-22.589682
5.1125331,-5.1125331
9.9366727,-9.9366727
85.876174,-85.876174
53.30458,-53.30458
47.726296,-47.726296
1.462003,-1.462003
172.39776,-172.39776
26.779866,-26.779866
1.6191716,-1.6191716
3.9399019,-3.9399019
124.4888,-124.4888
113.02067,-113.02067
53.422805,-53.422805
27.286286,-27.286286
34.493247,-34.493247
19.624565,-19.624565
8.2481086,-8.2481086
25.525996,-25.525996
84.644934,-84.644934
108.75423,-108.75423
67.740674,-67.740674
8.8956456,-8.8956456
144.6611,-144.6611
6.0155355,-6.0155355
11.32145,-11.32145
25.209959,-25.209959
49.156499,-49.156499
12.150041,-12.150041
84.894904,-84.894904
11.430743,-11.430743
164.74549,-164.74549
65.921297,-65.921297
68.417614,-68.417614
27.978356,-27.978356
127.82242,-127.82242
107.13601,-107.13601
32.356297,-32.356297
16.550291,-16.550291
105.07768,-105.07768
13.181474,-13.181474
9.941461,-9.941461
2.4712034,-2.4712034
89.740113,-89.740113
53.350197,-53.350197
32.28206,-32.28206
40.015446,-40.015446
73.193344,-73.193344
20.831817,-20.831817
1.0060576,-1.0060576
15.989637,-15.989637
55.929679,-55.929679
111.36112,-111.36112
37.030381,-37.030381
2.7553856,-2.7553856
169.43074,-169.43074
23.199105,-23.199105
6.2411664,-6.2411664
18.187943,-18.187943
63.444751,-63.444751
25.258786,-25.258786
137.94294,-137.94294
16.029707,-16.029707
119.28946,-119.28946
42.072656,-42.072656
65.65569,-65.65569
45.211767,-45.211767
186.92731,-186.92731
170.75795,-170.75795
38.110495,-38.110495
1.8702056,-1.8702056
78.621082,-78.621082
19.002136,-19.002136
0.69898982,-0.69898982
1.3208847,-1.3208847
44.107925,-44.107925
31.540555,-31.540555
68.394532,-68.394532
22.030762,-22.030762
111.45447,-111.45447
42.540897,-42.540897
10.247853,-10.247853
31.347826,-31.347826
146.00694,-146.00694
160.70483,-160.70483
20.009303,-20.009303
30.300827,-30.300827
88.808455,-88.808455
8.3630553,-8.3630553
46.359009,-46.359009
4.6584178,-4.6584178
179.7056,-179.7056
78.55614,-78.55614
42.827045,-42.827045
18.452291,-18.452291
37.538252,-37.538252
15.836882,-15.836882
21.991292,-21.991292
15.041763,-15.041763
107.83075,-107.83075
70.119692,-70.119692
88.859652,-88.859652
1.20777,-1.20777
124.29435,-124.29435
13.472418,-13.472418
4.9209182,-4.9209182
15.531332,-15.531332
136.20289,-136.20289
108.71383,-108.71383
50.407127,-50.407127
38.113144,-38.113144
28.80455,-28.80455
21.300507,-21.300507
0.5644494,-0.5644494
19.074144,-19.074144
106.93161,-106.93161
145.24082,-145.24082
48.905925,-48.905925
1.9556361,-1.9556361
118.89807,-118.89807
7.0916458,-7.0916458
8.2309343,-8.2309343
22.674802,-22.674802
55.550061,-55.550061
17.011112,-17.011112
79.329757,-79.329757
17.245902,-17.245902
152.70495,-152.70495
42.746345,-42.746345
26.516883,-26.516883
16.747464,-16.747464
145.6959,-145.6959
142.42854,-142.42854
25.52801,-25.52801
21.706667,-21.706667
89.888323,-89.888323
15.074709,-15.074709
9.3192066,-9.3192066
2.9155497,-2.9155497
58.425644,-58.425644
46.789189,-46.789189
107.48338,-107.48338
19.171158,-19.171158
109.80803,-109.80803
33.020456,-33.020456
49.065984,-49.065984
49.220194,-49.220194
145.0078,-145.0078
218.13002,-218.13002
33.26171,-33.26171
15.736103,-15.736103
74.246376,-74.246376
11.858905,-11.858905
17.067669,-17.067669
3.5506225,-3.5506225
95.707127,-95.707127
51.567927,-51.567927
38.575397,-38.575397
36.506832,-36.506832
78.498044,-78.498044
30.364231,-30.364231
19.151437,-19.151437
11.282101,-11.282101
62.222746,-62.222746
32.877974,-32.877974
64.303805,-64.303805
0.53991935,-0.53991935
211.09971,-211.09971
26.982045,-26.982045
3.7000515,-3.7000515
5.7533616,-5.7533616
24.817359,-24.817359
20.636178,-20.636178
89.832716,-89.832716
22.463794,-22.463794
151.75959,-151.75959
47.218291,-47.218291
11.113029,-11.113029
32.532953,-32.532953
121.76486,-121.76486
193.61085,-193.61085
14.703748,-14.703748
20.495805,-20.495805
108.79099,-108.79099
9.0051472,-9.0051472
14.963064,-14.963064
4.8837557,-4.8837557
135.73875,-135.73875
62.723635,-62.723635
59.277029,-59.277029
23.39933,-23.39933
64.355518,-64.355518
17.750463,-17.750463
21.484698,-21.484698
8.7503663,-8.7503663
87.226711,-87.226711
87.340624,-87.340624
88.043465,-88.043465
4.0263908,-4.0263908
149.69136,-149.69136
25.085172,-25.085172
14.664576,-14.664576
22.424497,-22.424497
113.77702,-113.77702
80.296212,-80.296212
26.288155,-26.288155
48.819021,-48.819021
53.597738,-53.597738
19.911942,-19.911942
1.997941,-1.997941
20.154186,-20.154186
60.624632,-60.624632
85.770438,-85.770438
45.624213,-45.624213
6.8003182,-6.8003182
159.21534,-159.21534
6.207383,-6.207383
18.353956,-18.353956
8.5448074,-8.5448074
86.805834,-86.805834
39.171235,-39.171235
118.38472,-118.38472
9.6399164,-9.6399164
91.431654,-91.431654
34.740535,-34.740535
63.199968,-63.199968
39.881225,-39.881225
202.00561,-202.00561
146.49474,-146.49474
38.871671,-38.871671
6.9586068,-6.9586068
70.499146,-70.499146
22.878338,-22.878338
5.8893208,-5.8893208
0.78411064,-0.78411064
150.01673,-150.01673
103.43485,-103.43485
45.050694,-45.050694
34.777976,-34.777976
34.830361,-34.830361
23.296964,-23.296964
0.63855523,-0.63855523
18.638336,-18.638336
99.693146,-99.693146
167.18416,-167.18416
58.462216,-58.462216
1.7244811,-1.7244811
111.39259,-111.39259
6.1424521,-6.1424521
6.9116027,-6.9116027
28.379548,-28.379548
47.354253,-47.354253
19.25271,-19.25271
86.58136,-86.58136
18.056284,-18.056284
139.07072,-139.07072
49.164763,-49.164763
19.504342,-19.504342
17.873901,-17.873901
155.84393,-155.84393
124.75215,-124.75215
22.913381,-22.913381
17.147421,-17.147421
97.309929,-97.309929
16.571811,-16.571811
8.7199082,-8.7199082
4.5854873,-4.5854873
50.296943,-50.296943
50.171405,-50.171405
114.2194,-114.2194
18.100198,-18.100198
98.338148,-98.338148
38.114518,-38.114518
37.694081,-37.694081
53.921515,-53.921515
154.54088,-154.54088
193.97245,-193.97245
27.278321,-27.278321
12.037057,-12.037057
79.762727,-79.762727
14.901851,-14.901851
16.692964,-16.692964
1.7395756,-1.7395756
106.50533,-106.50533
47.804447,-47.804447
34.143359,-34.143359
33.173894,-33.173894
89.577348,-89.577348
26.335514,-26.335514
25.148662,-25.148662
12.588021,-12.588021
57.163508,-57.163508
41.741373,-41.741373
73.055074,-73.055074
1.1112617,-1.1112617
198.87119,-198.87119
28.185331,-28.185331
2.6732375,-2.6732375
7.8903372,-7.8903372
29.239169,-29.239169
15.294036,-15.294036
80.009847,-80.009847
21.086845,-21.086845
160.24749,-160.24749
44.0915,-44.0915
12.099931,-12.099931
27.724028,-27.724028
110.41196,-110.41196
197.78603,-197.78603
14.264104,-14.264104
23.14827,-23.14827
97.755251,-97.755251
9.5442006,-9.5442006
21.587633,-21.587633
3.7199548,-3.7199548
127.2367,-127.2367
71.81878,-71.81878
67.466736,-67.466736
27.572471,-27.572471
59.313216,-59.313216
19.09996,-19.09996
21.974627,-21.974627
11.374597,-11.374597
95.486705,-95.486705
85.688304,-85.688304
84.477421,-84.477421
5.3599218,-5.3599218
162.11043,-162.11043
21.441698,-21.441698
20.584866,-20.584866
19.204803,-19.204803
105.97092,-105.97092
94.595527,-94.595527
29.694888,-29.694888
55.436103,-55.436103
47.976786,-47.976786
20.339186,-20.339186
2.8459827,-2.8459827
19.755655,-19.755655
69.804677,-69.804677
83.443797,-83.443797
42.921855,-42.921855
6.6443513,-6.6443513
172.16119,-172.16119
3.6691747,-3.6691747
14.049041,-14.049041
7.1814636,-7.1814636
92.842439,-92.842439
32.613293,-32.613293
107.69912,-107.69912
8.4271752,-8.4271752
98.957631,-98.957631
31.905055,-31.905055
63.595204,-63.595204
34.399021,-34.399021
188.21946,-188.21946
149.58749,-149.58749
42.176261,-42.176261
8.998337,-8.998337
63.724412,-63.724412
19.972752,-19.972752
9.4109822,-9.4109822
0.95851997,-0.95851997
65.839851,-65.839851
41.06713,-41.06713
103.88549,-103.88549
18.995646,-18.995646
79.659724,-79.659724
24.317828,-24.317828
10.482556,-10.482556
45.504657,-45.504657
200.29644,-200.29644
241.95864,-241.95864
18.795886,-18.795886
8.9069727,-8.9069727
50.307291,-50.307291
20.462583,-20.462583
19.500282,-19.500282
5.2568628,-5.2568628
127.1,-127.1
44.740721,-44.740721
24.627156,-24.627156
41.939642,-41.939642
73.317547,-73.317547
20.857256,-20.857256
6.5057613,-6.5057613
11.833861,-11.833861
78.442168,-78.442168
64.628986,-64.628986
54.966748,-54.966748
1.3446669,-1.3446669
162.62718,-162.62718
27.825124,-27.825124
1.0115638,-1.0115638
6.5015702,-6.5015702
137.87594,-137.87594
108.42022,-108.42022
48.866276,-48.866276
25.495472,-25.495472
40.982558,-40.982558
19.550935,-19.550935
13.442427,-13.442427
23.634207,-23.634207
78.577946,-78.577946
127.72058,-127.72058
78.729149,-78.729149
8.3642271,-8.3642271
135.82867,-135.82867
5.781491,-5.781491
9.8441864,-9.8441864
31.340961,-31.340961
41.435758,-41.435758
14.243254,-14.243254
91.981074,-91.981074
11.031075,-11.031075
150.45433,-150.45433
75.205553,-75.205553
56.851313,-56.851313
30.364977,-30.364977
136.08164,-136.08164
92.10036,-92.10036
28.559694,-28.559694
11.91299,-11.91299
114.00723,-114.00723
14.287553,-14.287553
9.6301742,-9.6301742
4.2868734,-4.2868734
82.625867,-82.625867
64.307767,-64.307767
36.806606,-36.806606
44.788291,-44.788291
67.202308,-67.202308
21.367293,-21.367293
1.567605,-1.567605
17.369613,-17.369613
64.401668,-64.401668
109.13159,-109.13159
35.201016,-35.201016
3.4663953,-3.4663953
183.25343,-183.25343
17.706403,-17.706403
5.0419563,-5.0419563
15.815767,-15.815767
68.832862,-68.832862
21.230685,-21.230685
126.13171,-126.13171
16.017309,-16.017309
127.6115,-127.6115
39.177947,-39.177947
